"duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
20,0.241286144990761,0.0399208584164774,0.254138286893705,0.232538699690402,0.26280701754386,0.0302683178534571,2.63982519828546,9.75437820443902,0.856289120258493,0.213532983425069,0.258328173374613,0.241286144990761,0.163380487083575,0.0469208211143695,0.27906976744186,0.608890086206897,0,4.640625,4.640625,0.0837444209537233
